# Version: 18.08.58.03
# Requires: 20230108112714_CreateItemDBs.shared
lowid,highid,lowql,highql,name,icon,froob_friendly,slot,flags,in_game
242303,242303,1,1,"Redeemed Grunt Forest",130862,1,256,67108897,1
242823,242823,1,1,"COME AND BUY!",151033,1,0,67108897,1
242824,242824,1,1,"COME AND BUY!",154679,1,0,67108897,1
242882,242882,1,1,"Reset Jobe Luxury Apartment",218756,1,0,201326593,0
242883,242883,1,1,"Reset Jobe Apartment",218755,1,0,201326593,0
242884,242884,1,1,"Things the Milliner needs to make Hyper-Radiation Protection Skin and Glasses",154675,1,0,201326625,1
242892,242892,1,1,"No Attack 10 Minutes",227249,1,5120,201326625,1
242953,242953,1,1,"Quiescent Grid Waveform Packet",149936,1,0,201326624,1
242955,242955,220,220,"Nano Crystal (Energize Rubi-Ka Grid Tunnel)",42450,0,0,513,1
243739,243740,1,49,Mudurlugu,21149,0,64,3,1
243741,243742,50,99,Mudurlugu,21149,0,64,3,1
243743,243744,100,149,Mudurlugu,21149,0,64,3,1
243745,243746,150,199,Mudurlugu,21149,0,64,3,1
243747,243747,200,200,Mudurlugu,21149,0,64,3,1
243748,243749,200,209,"Pocket Cannon",233215,1,64,67108867,1
243750,243751,210,219,"Pocket Cannon",233215,1,64,67108867,1
243752,243753,220,229,"Pocket Cannon",233215,1,64,67108867,1
243754,243755,230,239,"Pocket Cannon",233215,1,64,67108867,1
243756,243757,240,249,"Pocket Cannon",233215,1,64,67108867,1
243758,243759,250,259,"Pocket Cannon",233215,1,64,67108867,1
243760,243761,260,269,"Pocket Cannon",233215,1,64,67108867,1
243762,243763,270,279,"Pocket Cannon",233215,1,64,67108867,1
243764,243765,280,299,"Pocket Cannon",233215,1,64,67108867,1
243766,243766,300,300,"Pocket Cannon",233215,1,64,67108867,1
243767,243768,100,149,"Fine Smith Shattergun",113988,0,64,3,1
243769,243770,150,199,"Fine Smith Shattergun",113988,0,64,3,1
243771,243772,200,249,"Fine Smith Shattergun",113988,0,64,3,1
243773,243774,250,299,"Fine Smith Shattergun",113988,0,64,3,1
243775,243775,300,300,"Fine Smith Shattergun",113988,0,64,3,1
243777,243778,250,259,Painkiller,233354,1,320,67108867,1
243779,243780,260,269,Painkiller,233354,1,320,67108867,1
243781,243782,270,279,Painkiller,233354,1,320,67108867,1
243783,243784,280,289,Painkiller,233354,1,320,67108867,1
243785,243786,290,299,Painkiller,233354,1,320,67108867,1
243787,243787,300,300,"Major Painkiller",233354,1,320,67108867,1
243788,243789,275,279,"Star Shooter",233352,1,64,67108867,1
243790,243791,280,284,"Star Shooter",233352,1,64,67108867,1
243792,243793,285,289,"Star Shooter",233352,1,64,67108867,1
243794,243795,290,294,"Star Shooter",233352,1,64,67108867,1
243796,243797,295,299,"Star Shooter",233352,1,64,67108867,1
243798,243798,300,300,"Super Star Shooter",233352,1,64,67108867,1
243799,243800,200,224,"Argent Blaster",210170,1,320,67108867,1
243801,243802,225,249,"Argent Blaster",210170,1,320,67108867,1
243803,243804,250,274,"Argent Blaster",210170,1,320,67108867,1
243805,243806,275,299,"Argent Blaster",210170,1,320,67108867,1
243807,243807,300,300,"Argent Blaster",210170,1,320,67108867,1
243846,243846,1,1,"Improved Solar-Powered Shotgun",113988,1,320,-1006632959,1
243848,243848,200,200,"Polizziotto M204 Hierophant",113992,1,320,3,1
244204,244204,200,200,"Meteorite Spikes",218708,1,0,-2143287295,1
244205,244205,150,150,"Electric Bolts",244207,1,0,-2143287295,1
244206,244206,175,175,"Chunk of Eternal Ice",136594,1,0,-2143287295,1
244208,244208,250,250,"Poison Darts of the Deceptor",100313,0,0,-2143287295,1
244209,244209,225,225,"Capsule of Fulminating Novictum",100308,0,0,-2143287295,1
244210,244210,200,200,"Everburning Coal",136597,1,0,-2143287295,1
244211,244211,275,275,"Koan Shuriken",131268,0,0,-2143287295,1
244214,244214,300,300,"Fallen Star",131260,0,0,-2143287295,1
244215,244215,300,300,"Heroes Discus",131267,0,0,-2143287295,1
244216,244216,300,300,"Tear of Oedipus",161141,0,0,-2143287295,1
244223,244223,250,250,"Mediative Gloves of the Aquarius",99790,0,256,-872415199,1
244233,244234,1,400,"Perfectly Cut Fire opal",286922,1,1,1,1
244235,244241,1,400,"Silver Filigree Ring set with a Fire opal",286868,1,40961,1,1
244236,244242,1,400,"Silver Filigree Ring set with a Perfectly Cut Fire opal",286868,1,40961,1,1
244237,244243,1,400,"Gold Filigree Ring set with a Fire opal",286983,1,40961,1,1
244238,244244,1,400,"Gold Filigree Ring set with a Perfectly Cut Fire opal",286983,1,40961,1,1
244239,244245,1,400,"Platinum Filigree Ring set with a Fire opal",286831,1,40961,1,1
244240,244246,1,400,"Platinum Filigree Ring set with a Perfectly Cut Fire opal",286831,1,40961,1,1
244247,244248,1,400,"Perfectly Cut Aquamarine",286895,1,1,1,1
244249,244255,1,400,"Silver Filigree Ring set with a Aquamarine",286855,1,40961,1,1
244250,244256,1,400,"Silver Filigree Ring set with a Perfectly Cut Aquamarine",286855,1,40961,1,1
244251,244257,1,400,"Gold Filigree Ring set with a Aquamarine",286970,1,40961,1,1
244252,244258,1,400,"Gold Filigree Ring set with a Perfectly Cut Aquamarine",286970,1,40961,1,1
244253,244259,1,400,"Platinum Filigree Ring set with a Aquamarine",286818,1,40961,1,1
244254,244260,1,400,"Platinum Filigree Ring set with a Perfectly Cut Aquamarine",286818,1,40961,1,1
244261,244262,1,400,"Perfectly Cut Sapphire",286948,1,1,1,1
244263,244269,1,400,"Silver Filigree Ring set with a Sapphire",286881,1,40961,1,1
244264,244270,1,400,"Silver Filigree Ring set with a Perfectly Cut Sapphire",286881,1,40961,1,1
244265,244271,1,400,"Gold Filigree Ring set with a Sapphire",286807,1,40961,1,1
244266,244272,1,400,"Gold Filigree Ring set with a Perfectly Cut Sapphire",286807,1,40961,1,1
244267,244273,1,400,"Platinum Filigree Ring set with a Sapphire",286844,1,40961,1,1
244268,244274,1,400,"Platinum Filigree Ring set with a Perfectly Cut Sapphire",286844,1,40961,1,1
244275,244276,1,400,"Perfectly Cut Star Ruby",286961,1,1,1,1
244277,244283,1,400,"Silver Filigree Ring set with a Star Ruby",286886,1,40961,1,1
244278,244284,1,400,"Silver Filigree Ring set with a Perfectly Cut Star Ruby",286886,1,40961,1,1
244279,244285,1,400,"Gold Filigree Ring set with a Star Ruby",286812,1,40961,1,1
244280,244286,1,400,"Gold Filigree Ring set with a Perfectly Cut Star Ruby",286812,1,40961,1,1
244281,244287,1,400,"Platinum Filigree Ring set with a Star Ruby",286849,1,40961,1,1
244282,244288,1,400,"Platinum Filigree Ring set with a Perfectly Cut Star Ruby",286849,1,40961,1,1
244289,244290,1,400,"Perfectly Cut Diamond",286913,1,1,1,1
244291,244297,1,400,"Silver Filigree Ring set with a Diamond",286864,1,40961,1,1
244292,244298,1,400,"Silver Filigree Ring set with a Perfectly Cut Diamond",286864,1,40961,1,1
244293,244299,1,400,"Gold Filigree Ring set with a Diamond",286979,1,40961,1,1
244294,244300,1,400,"Gold Filigree Ring set with a Perfectly Cut Diamond",286979,1,40961,1,1
244295,244301,1,400,"Platinum Filigree Ring set with a Diamond",286827,1,40961,1,1
244296,244302,1,400,"Platinum Filigree Ring set with a Perfectly Cut Diamond",286827,1,40961,1,1
244303,244304,1,400,"Perfectly Cut Chrysoberyl",286903,1,1,1,1
244305,244311,1,400,"Silver Filigree Ring set with a Chrysoberyl",286859,1,40961,1,1
244306,244312,1,400,"Silver Filigree Ring set with a Perfectly Cut Chrysoberyl",286859,1,40961,1,1
244307,244313,1,400,"Gold Filigree Ring set with a Chrysoberyl",286974,1,40961,1,1
244308,244314,1,400,"Gold Filigree Ring set with a Perfectly Cut Chrysoberyl",286974,1,40961,1,1
244309,244315,1,400,"Platinum Filigree Ring set with a Chrysoberyl",286822,1,40961,1,1
244310,244316,1,400,"Platinum Filigree Ring set with a Perfectly Cut Chrysoberyl",286822,1,40961,1,1
244317,244318,1,400,"Perfectly Cut Water opal",286965,1,1,1,1
244319,244325,1,400,"Silver Filigree Ring set with a Water opal",286888,1,40961,1,1
244320,244326,1,400,"Silver Filigree Ring set with a Perfectly Cut Water opal",286888,1,40961,1,1
244321,244327,1,400,"Gold Filigree Ring set with a Water opal",286814,1,40961,1,1
244322,244328,1,400,"Gold Filigree Ring set with a Perfectly Cut Water opal",286814,1,40961,1,1
244323,244329,1,400,"Platinum Filigree Ring set with a Water opal",286851,1,40961,1,1
244324,244330,1,400,"Platinum Filigree Ring set with a Perfectly Cut Water opal",286851,1,40961,1,1
244331,244332,1,400,"Perfectly Cut Black opal",286899,1,1,1,1
244333,244339,1,400,"Silver Filigree Ring set with a Black opal",286857,1,40961,1,1
244334,244340,1,400,"Silver Filigree Ring set with a Perfectly Cut Black opal",286857,1,40961,1,1
244335,244341,1,400,"Gold Filigree Ring set with a Black opal",286972,1,40961,1,1
244336,244342,1,400,"Gold Filigree Ring set with a Perfectly Cut Black opal",286972,1,40961,1,1
244337,244343,1,400,"Platinum Filigree Ring set with a Black opal",286820,1,40961,1,1
244338,244344,1,400,"Platinum Filigree Ring set with a Perfectly Cut Black opal",286820,1,40961,1,1
244357,244357,250,250,"Aquarius' Boots of Small Steps",37596,0,16384,-872415199,1
244358,244358,250,250,"Intuitive Memory of the Aquarius",244359,0,32256,-1946157023,1
244362,244363,1,400,"Perfectly Cut White opal",286967,1,1,1,1
244364,244370,1,400,"Silver Filigree Ring set with a White opal",286889,1,40961,1,1
244365,244371,1,400,"Silver Filigree Ring set with a Perfectly Cut White opal",286889,1,40961,1,1
244366,244372,1,400,"Gold Filigree Ring set with a White opal",286815,1,40961,1,1
244367,244373,1,400,"Gold Filigree Ring set with a Perfectly Cut White opal",286815,1,40961,1,1
244368,244374,1,400,"Platinum Filigree Ring set with a White opal",286852,1,40961,1,1
244369,244375,1,400,"Platinum Filigree Ring set with a Perfectly Cut White opal",286852,1,40961,1,1
244376,244376,250,250,"Aquarius's Multitask Calculator",205528,0,56,-1946157023,1
244377,244378,1,400,"Perfectly Cut Demantoid",286911,1,1,1,1
244379,244385,1,400,"Silver Filigree Ring set with a Demantoid",286863,1,40961,1,1
244380,244386,1,400,"Silver Filigree Ring set with a Perfectly Cut Demantoid",286863,1,40961,1,1
244381,244387,1,400,"Gold Filigree Ring set with a Demantoid",286978,1,40961,1,1
244382,244388,1,400,"Gold Filigree Ring set with a Perfectly Cut Demantoid",286978,1,40961,1,1
244383,244389,1,400,"Platinum Filigree Ring set with a Demantoid",286826,1,40961,1,1
244384,244390,1,400,"Platinum Filigree Ring set with a Perfectly Cut Demantoid",286826,1,40961,1,1
244391,244392,1,400,"Perfectly Cut Balas ruby",286897,1,1,1,1
244393,244399,1,400,"Silver Filigree Ring set with a Balas ruby",286856,1,40961,1,1
244394,244400,1,400,"Silver Filigree Ring set with a Perfectly Cut Balas ruby",286856,1,40961,1,1
244395,244401,1,400,"Gold Filigree Ring set with a Balas ruby",286971,1,40961,1,1
244396,244402,1,400,"Gold Filigree Ring set with a Perfectly Cut Balas ruby",286971,1,40961,1,1
244397,244403,1,400,"Platinum Filigree Ring set with a Balas ruby",286819,1,40961,1,1
244398,244404,1,400,"Platinum Filigree Ring set with a Perfectly Cut Balas ruby",286819,1,40961,1,1
244405,244405,250,250,"Boon of Aries",205497,0,56,-1946157023,1
244406,244407,1,400,"Perfectly Cut Emerald",286920,1,1,1,1
244408,244414,1,400,"Silver Filigree Ring set with a Emerald",286867,1,40961,1,1
244409,244415,1,400,"Silver Filigree Ring set with a Perfectly Cut Emerald",286867,1,40961,1,1
244410,244416,1,400,"Gold Filigree Ring set with a Emerald",286982,1,40961,1,1
244411,244417,1,400,"Gold Filigree Ring set with a Perfectly Cut Emerald",286982,1,40961,1,1
244412,244418,1,400,"Platinum Filigree Ring set with a Emerald",286830,1,40961,1,1
244413,244419,1,400,"Platinum Filigree Ring set with a Perfectly Cut Emerald",286830,1,40961,1,1
244427,244428,1,400,"Perfectly Cut Topaz",286963,1,1,1,1
244429,244435,1,400,"Silver Filigree Ring set with a Topaz",286887,1,40961,1,1
244430,244436,1,400,"Silver Filigree Ring set with a Perfectly Cut Topaz",286887,1,40961,1,1
244431,244437,1,400,"Gold Filigree Ring set with a Topaz",286813,1,40961,1,1
244432,244438,1,400,"Gold Filigree Ring set with a Perfectly Cut Topaz",286813,1,40961,1,1
244433,244439,1,400,"Platinum Filigree Ring set with a Topaz",286850,1,40961,1,1
244434,244440,1,400,"Platinum Filigree Ring set with a Perfectly Cut Topaz",286850,1,40961,1,1
244441,244442,1,400,"Perfectly Cut Jet",286934,1,1,1,1
244443,244449,1,400,"Silver Filigree Ring set with a Jet",286873,1,40961,1,1
244444,244450,1,400,"Silver Filigree Ring set with a Perfectly Cut Jet",286873,1,40961,1,1
244445,244451,1,400,"Gold Filigree Ring set with a Jet",286799,1,40961,1,1
244446,244452,1,400,"Gold Filigree Ring set with a Perfectly Cut Jet",286799,1,40961,1,1
244447,244453,1,400,"Platinum Filigree Ring set with a Jet",286836,1,40961,1,1
244448,244454,1,400,"Platinum Filigree Ring set with a Perfectly Cut Jet",286836,1,40961,1,1
244455,244456,1,400,"Perfectly Cut Amber",286893,1,1,1,1
244457,244463,1,400,"Silver Filigree Ring set with a Amber",286854,1,40961,1,1
244458,244464,1,400,"Silver Filigree Ring set with a Perfectly Cut Amber",286854,1,40961,1,1
244459,244465,1,400,"Gold Filigree Ring set with a Amber",286969,1,40961,1,1
244460,244466,1,400,"Gold Filigree Ring set with a Perfectly Cut Amber",286969,1,40961,1,1
244461,244467,1,400,"Platinum Filigree Ring set with a Amber",286817,1,40961,1,1
244462,244468,1,400,"Platinum Filigree Ring set with a Perfectly Cut Amber",286817,1,40961,1,1
244469,244469,250,250,"Quick-Draw Holster of Aries",205533,0,56,-1946157023,1
244470,244471,1,400,"Perfectly Cut Almandine",286891,1,1,1,1
244472,244478,1,400,"Silver Filigree Ring set with a Almandine",286853,1,40961,1,1
244473,244479,1,400,"Silver Filigree Ring set with a Perfectly Cut Almandine",286853,1,40961,1,1
244474,244480,1,400,"Gold Filigree Ring set with a Almandine",286968,1,40961,1,1
244475,244481,1,400,"Gold Filigree Ring set with a Perfectly Cut Almandine",286968,1,40961,1,1
244476,244482,1,400,"Platinum Filigree Ring set with a Almandine",286816,1,40961,1,1
244477,244483,1,400,"Platinum Filigree Ring set with a Perfectly Cut Almandine",286816,1,40961,1,1
244484,244485,1,400,"Perfectly Cut Red beryl",286940,1,1,1,1
244486,244492,1,400,"Silver Filigree Ring set with a Red beryl",286876,1,40961,1,1
244487,244493,1,400,"Silver Filigree Ring set with a Perfectly Cut Red beryl",286876,1,40961,1,1
244488,244494,1,400,"Gold Filigree Ring set with a Red beryl",286802,1,40961,1,1
244489,244495,1,400,"Gold Filigree Ring set with a Perfectly Cut Red beryl",286802,1,40961,1,1
244490,244496,1,400,"Platinum Filigree Ring set with a Red beryl",286839,1,40961,1,1
244491,244497,1,400,"Platinum Filigree Ring set with a Perfectly Cut Red beryl",286839,1,40961,1,1
244498,244499,1,400,"Perfectly Cut Ruby Pearl",286946,1,1,1,1
244500,244506,1,400,"Silver Filigree Ring set with a Ruby Pearl",286880,1,40961,1,1
244501,244507,1,400,"Silver Filigree Ring set with a Perfectly Cut Ruby Pearl",286880,1,40961,1,1
244502,244508,1,400,"Gold Filigree Ring set with a Ruby Pearl",286806,1,40961,1,1
244503,244509,1,400,"Gold Filigree Ring set with a Perfectly Cut Ruby Pearl",286806,1,40961,1,1
244504,244510,1,400,"Platinum Filigree Ring set with a Ruby Pearl",286843,1,40961,1,1
244505,244511,1,400,"Platinum Filigree Ring set with a Perfectly Cut Ruby Pearl",286843,1,40961,1,1
244512,244513,1,400,"Perfectly Cut Pearl",286936,1,1,1,1
244514,244520,1,400,"Silver Filigree Ring set with a Pearl",286874,1,40961,1,1
244515,244521,1,400,"Silver Filigree Ring set with a Perfectly Cut Pearl",286874,1,40961,1,1
244516,244522,1,400,"Gold Filigree Ring set with a Pearl",286800,1,40961,1,1
244517,244523,1,400,"Gold Filigree Ring set with a Perfectly Cut Pearl",286800,1,40961,1,1
244518,244524,1,400,"Platinum Filigree Ring set with a Pearl",286837,1,40961,1,1
244519,244525,1,400,"Platinum Filigree Ring set with a Perfectly Cut Pearl",286837,1,40961,1,1
244526,244527,1,400,"Perfectly Cut Coral",286907,1,1,1,1
244528,244534,1,400,"Silver Filigree Ring set with a Coral",286861,1,40961,1,1
244529,244535,1,400,"Silver Filigree Ring set with a Perfectly Cut Coral",286861,1,40961,1,1
244530,244536,1,400,"Gold Filigree Ring set with a Coral",286976,1,40961,1,1
244531,244537,1,400,"Gold Filigree Ring set with a Perfectly Cut Coral",286976,1,40961,1,1
244532,244538,1,400,"Platinum Filigree Ring set with a Coral",286824,1,40961,1,1
244533,244539,1,400,"Platinum Filigree Ring set with a Perfectly Cut Coral",286824,1,40961,1,1
244540,244540,250,250,"Aries' Tiara of the Quick Witted",84061,0,4,-872415199,1
244541,244541,250,250,"Dynamic Sleeve of Aries",22953,0,512,-872415199,1
244542,244542,250,250,"Dynamic Sleeve of Aries",22953,0,128,-872415199,1
244543,244543,250,250,"Cancer's Silver Boots of the Autodidact",37127,0,16384,-872415199,1
244558,244558,250,250,"Cancer's Time-Saving Memory",205514,0,32256,-1946157023,1
244559,244559,250,250,"Cancer's Gloves of Automatic Knowledge",37106,0,256,-872415199,1
244560,244560,250,250,"Cancer's Ring of Circumspection",84063,0,40960,-872415199,1
244561,244561,250,250,"Capricorn's Reliable Memory",205523,0,32256,-1946157023,1
244562,244562,250,250,"Gloves of the Caring Capricorn",21871,0,256,-872415199,1
244563,244563,250,250,"Capricorn's Guide to Alchemy",136332,0,56,-1946157023,1
244564,244564,250,250,"Capricorn Bracer of Toxication",205519,0,5120,-872415199,1
244565,244565,250,250,"Gemini's Green Scope of Variety",130891,0,32774,-1946157023,1
244566,244566,250,250,"Collector Pants of Gemini",30938,0,2048,-872415199,1
244567,244567,250,250,"Cross Dimensional Gyro of Gemini",149938,0,56,-1946157023,1
244572,244572,250,250,"Gemini's Double Band of Linked Information",151932,0,5120,-872415199,1
244573,244573,250,250,"Leo's Grandiose Gold Armband of Plenty",151931,0,5120,-872415199,1
244574,244574,250,250,"Leo's Faithful Boots of Ancient Gold",22883,0,16384,-872415199,1
244575,244575,250,250,"Enthusiastic Spirit Helper of the Leo",119139,0,32256,-1946157023,1
244578,244578,250,250,"Leo's Mellow Gold Pad of Auto-Support",213665,0,81,201326625,1
244579,244579,250,250,"Well Balanced Spirit Helper of Libra",119141,0,32256,-1946157023,1
244581,244581,250,250,"Urbane Pants of Libra",22914,0,2048,-872415199,1
244635,244635,250,250,"Libra's Charming Assistant",213659,0,81,201326625,1
244637,244637,250,250,"Aim of Libra",130840,0,32774,-1946157023,1
244638,244638,250,250,"Soul Mark of Pisces",226602,0,640,-872415199,1
244639,244639,250,250,"Octopus Contraption of the Pisces",203513,0,8,-872415199,1
244640,244640,250,250,"Mystery of Pisces",161079,0,56,-1946157023,1
244641,244641,250,250,"Cosmic Guide of the Pisces",151918,0,4,-872415199,1
244643,244643,250,250,"Sagittarius's Hearty Spirit Helper",12701,0,32256,-1946157023,1
244644,244644,250,250,"First Creation of the Sagittarius",226595,0,5120,-872415199,1
244645,244645,250,250,"Comfort of the Sagittarius",37969,0,2,-872415199,1
244647,244647,250,250,"Strong Mittens of the Sagittarius",22939,0,256,-872415199,1
244648,244648,250,250,"Sash of Scorpio Strength",161070,0,128,-1946157023,1
244650,244650,250,250,"Punters of the Scorpio",213546,0,16384,-872415199,1
244654,244654,250,250,"Scorpio's Shell of Change",22401,0,8,-872415199,1
244655,244655,250,250,"Scorpio's Aim of Anger",245000,0,32,-1946157023,1
244658,244658,250,250,"Taurus' Spirit of Reflection",149940,0,30208,-1946157023,1
244659,244659,250,250,"Taurus' Spirit of Patience",130792,0,32774,-1946157023,1
244660,244660,250,250,"Taurus' Swordmaster Spirit",130788,0,32774,-1946157023,1
244661,244661,250,250,"Taurus' Ring of the Heart",289776,0,40960,-872415199,1
244662,244662,250,250,"Virgo's Arrow Guide",13280,0,256,-872415199,1
244663,244663,250,250,"Virgo's Practical Spirit Helper",11646,0,32256,-1946157023,1
244664,244664,250,250,"Virgo's Modest Spirit of Faith",20411,0,32774,-1946157023,1
244665,244665,250,250,"Virgo's Analytical Spirit Helper",11652,0,16384,-1946157023,1
244690,244690,250,250,"Star of Fidelity",131260,0,32830,-1946157023,1
244691,244691,250,250,"Star of Equanimity",131260,0,32830,-1946157023,1
244692,244692,250,250,"Star of Ingenuity",131260,0,32830,-1946157023,1
244693,244693,250,250,"Star of Enterprice",131260,0,32830,-1946157023,1
244694,244694,250,250,"Star of Stealth",131260,0,32830,-1946157023,1
244695,244695,250,250,"Star of Freedom",131260,0,32830,-1946157023,1
244696,244696,250,250,"Star of Interchange",131260,0,32830,-1946157023,1
244697,244697,250,250,"Star of Management",131260,0,32830,-1946157023,1
244698,244698,250,250,"Star of Fortitude",131260,0,32830,-1946157023,1
244699,244699,250,250,"Star of Recovery",131260,0,32830,-1946157023,1
244700,244700,250,250,"Star of Ardency",131260,0,32830,-1946157023,1
244701,244701,250,250,"Star of Moral",131260,0,32830,-1946157023,1
244702,244702,250,250,"Star of Faith",131260,0,32830,-1946157023,1
244703,244703,250,250,"Star of Enticement",131260,0,32830,-1946157023,1
244704,244704,300,300,"Gauntlets of Deformation",245033,0,256,-872415199,1
244705,244705,300,300,"Sleeves of Senseless Violence",245029,0,128,-872415199,1
244712,244712,300,300,"Armplates of Elimination",245029,0,512,-872415199,1
244713,244713,300,300,"Shoulderplates of Sabotage",245036,0,80,-872415199,1
244714,244714,300,300,"Boots of Concourse",245032,0,16384,-872415199,1
244715,244715,300,300,"Greaves of Malfeasance",245035,0,2048,-872415199,1
244716,244716,300,300,"Helmet of Hypocrisy",245034,0,4,-872415199,1
244717,244717,300,300,"Cuirass of Obstinacy",245031,0,32,-872415199,1
244718,244718,300,300,"Burden of Competence",245030,0,8,-872415199,1
244719,244719,200,200,"Experimental Cyborg Token Board",82973,1,2,201588737,1
244742,244742,300,300,"Lord of Abandonment",245083,0,320,67108867,1
244743,244743,299,299,"Lady of Abandonment",245083,0,320,67108867,1
244750,244750,300,300,"Sigil of Bahomet",131259,0,2,-872415199,1
244761,244761,299,299,"Lady of Hatred",158269,0,320,67108867,1
244762,244762,300,300,"Lord of Hatred",158269,0,320,67108867,1
244778,244778,299,299,"Lady of Deceit",213075,0,320,67108867,1
244779,244779,300,300,"Lord of Deceit",213075,0,320,67108867,1
244782,244782,299,299,"Lady of Pride",233217,0,64,201326595,1
244783,244783,300,300,"Lord of Pride",233217,0,64,201326595,1
244784,244784,299,299,"Lady of Gluttony",218714,0,64,201326595,1
244785,244785,300,300,"Lord of Gluttony",218714,0,64,201326595,1
244801,244801,299,299,"Lady of Anger",210184,0,64,201326595,1
244802,244802,300,300,"Lord of Anger",210184,0,64,201326595,1
244820,244820,299,299,"Lady of Angst",245082,0,64,201326595,1
244821,244821,300,300,"Lord of Angst",245082,0,64,201326595,1
244842,244842,299,299,"Lady of Envy",244836,0,64,201326595,1
244843,244843,300,300,"Lord of Envy",244836,0,64,201326595,1
244859,244859,299,299,"Lady of Greed",244931,0,64,201326595,1
244862,244862,300,300,"Lord of Greed",244931,0,64,201326595,1
244909,244909,299,299,"Lady of Chaos",245089,0,256,201326595,1
244910,244910,300,300,"Lord of Chaos",245089,0,256,201326595,1
244911,244911,299,299,"Lady of Sloth",233214,0,64,201326595,1
244912,244912,300,300,"Lord of Sloth",233214,0,64,201326595,1
244913,244913,299,299,"Lady of Lust",244837,0,320,67108867,1
244914,244914,300,300,"Lord of Lust",244837,0,320,67108867,1
244986,244987,100,200,"Circus Throwing Dagger",131275,1,0,-2143287295,1
244988,244988,300,300,"Maar's Red Belt of Double Power",244991,0,128,-1946157023,1
244989,244989,300,300,"Maar's Blue Belt of Double Prudence",244991,0,128,-1946157023,1
244990,244990,300,300,"Maar's Yellow Belt of Double Speed",244991,0,128,-1946157023,1
244992,244992,250,250,"Spiritech Network Analyzer",205502,0,32830,-2080374751,1
244993,244993,250,250,"Spiritech Medical Analyzer",205501,0,32830,-2080374751,1
245003,245003,1,1,Reload,245002,1,0,1,1
245025,245025,20,20,"Trader's Utility Belt",11606,0,128,-2147483615,1
245092,245092,100,100,"Kizzermole Tongue",11609,1,40960,33,1
245115,245115,100,100,"Gas Bladder",37970,1,40960,33,1
245116,245116,75,75,"Patch of Inflexible Skincrawler Hide",161076,1,0,33,1
245117,245117,1,1,"Razor's Fang",161139,1,0,201326593,1
245118,245118,75,75,"Crawler Armor Gloves",37630,1,256,33,1
245119,245119,75,75,"Crawler Armor Sleeves",37423,1,640,33,1
245120,245120,75,75,"Crawler Armor Pants",13288,1,2048,33,1
245121,245121,1,1,"Xark's Whisker",203230,1,0,201326593,1
245122,245122,75,75,"Crawler Armor Boots",37596,1,16384,33,1
245123,245123,75,75,"Crawler Body Armor",13259,1,32,33,1
245124,245124,75,75,"Crawler Armor Hood",23003,1,4,33,1
245125,245125,75,75,"Crawler Armor Shoulder Pad",160890,1,80,33,1
245135,245135,100,100,"Cloak of the Revoked",22896,1,8,-1073741823,1
245139,245139,100,100,"Spirit Tech Circlet of Cerubin",130733,1,4,-1073741791,1
245156,245156,100,100,"Bioremediation Stim",11710,1,0,-2143287263,1
245157,245158,150,174,"Mangler Claw",13344,1,320,3,1
245166,245166,175,175,"Mangler Claw",13344,1,320,3,1
245167,245167,100,100,"Polymerizing Stim",100310,1,0,-2143287293,1
245168,245168,100,100,"Deinococcus Radiodurans",100330,1,40960,33,1
245169,245169,100,100,"Pit Demon Spit",154417,1,0,33,1
245170,245170,100,100,"Necromancer Cloak",22892,1,8,-1073741823,1
245171,245171,100,100,"Pit Demon Heart",231393,1,0,134217761,1
245175,245176,75,150,"Prowler Armor Sleeves",37423,1,641,67108865,1
245177,245178,75,150,"Prowler Body Armor",13259,1,33,67108864,1
245179,245180,75,150,"Prowler Armor Gloves",37630,1,257,67108864,1
245181,245182,75,150,"Prowler Armor Pants",13288,1,2049,67108864,1
245183,245184,75,150,"Prowler Armor Boots",37596,1,16385,67108864,1
245185,245186,75,150,"Prowler Armor Shoulder Pad",160890,1,81,67108864,1
245187,245188,75,150,"Prowler Armor Hood",23003,1,5,67108864,1
245209,245209,75,75,"Small Patch of Hard Skincrawler Hide",161076,1,0,33,1
245210,245210,75,75,"Small Patch of Soft Skincrawler Hide",161076,1,0,33,1
245211,245211,75,75,"Patch of Hard Skincrawler Hide",161077,1,0,33,1
245212,245212,75,75,"Patch of Soft Skincrawler Hide",161077,1,0,33,1
245213,245213,75,75,"Large Patch of Hard Skincrawler Hide",161078,1,0,33,1
245214,245214,75,75,"Large Patch of Soft Skincrawler Hide",161078,1,0,33,1
245215,245215,100,100,"Damaged Proliferation Unit",205534,1,0,33,1
245216,245216,100,100,"Proliferation Unit",205533,1,0,33,1
245217,245218,75,84,"Dark Pistol",13316,1,256,67108867,1
245219,245220,85,94,"Dark Pistol",13316,1,256,67108867,1
245221,245222,95,99,"Dark Pistol",13316,1,256,67108867,1
245223,245223,100,100,"Dark Pistol of The Revoked",13316,1,256,67108867,1
245270,245270,100,100,"Indigo Carmine",100335,1,40960,33,1
245271,245272,150,174,"Jagged Claw",13344,1,320,3,1
245273,245273,175,175,"Jagged Claw",13344,1,320,3,1
245274,245274,100,100,"Chemical Poison Sample",100338,1,40960,33,1
245275,245275,100,100,"Methyl Parathion",100332,1,40960,33,1
245276,245276,100,100,"Bracer of Recondite Flames",84058,1,5120,-2013265887,1
245278,245278,100,100,"Bracer of the Dark Flame",84053,1,5120,-2147483615,1
